Flow Duration,Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,urg_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Covariance,src_ip,dst_ip
0.06370401382446289,294.0,17,64.0,368.6381431546678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,178218343.01811773,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.068695068359375,854.0,17,64.0,311.36214572355505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.51618016,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05476117134094238,1414.0,17,64.0,293.78692478560936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.51842311,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05089282989501953,1974.0,17,64.0,321.3632771910867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.52079384,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05233001708984375,2534.0,17,64.0,325.98808160745386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.52368295,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.053266048431396484,3094.0,17,64.0,334.3426696043387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.52645685,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.041947126388549805,3654.0,17,64.0,335.8621743322343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.52918455,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.0540010929107666,4214.0,17,64.0,332.4456372348358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.5324371,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.07862615585327148,4774.0,17,64.0,334.7272264138568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.53772661,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.06025886535644531,5334.0,17,64.0,326.3011192574493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.53961323,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05176281929016113,5894.0,17,64.0,328.44735320638927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.5418924,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05784487724304199,6454.0,17,64.0,328.05166797573526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.54531485,9.5,0.0,0.0,10.45.0.2,10.45.0.1
0.05611395835876465,7014.0,17,64.0,330.7896214900027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5817.0,554,554,554.0,0.0,554.0,89109171.54806425,9.5,0.0,0.0,10.45.0.2,10.45.0.1
